part_id,part_type,material,part_name,spec,uom,unit_cost_usd,supplier,lead_time_days
PRT-000835,Beam,Walnut Wood,Walnut Wood Beam 2000x40x30mm,L=2000mm;W=40mm;T=30mm,EA,7.05,Supplier TimberCo,34
PRT-000836,Caster Wheel,Steel,Steel Caster Wheel,,EA,6.86,Supplier FastenPro,30
PRT-000837,Shelf,Birch Plywood,Birch Plywood Shelf 500x80x18mm,L=500mm;W=80mm;T=18mm,EA,2.26,Supplier MetalWorks,33
PRT-000838,Leg,Oak Wood,Oak Wood Leg 800x200x50mm,L=800mm;W=200mm;T=50mm,EA,3.69,Supplier FinishesPlus,30
PRT-000839,Beam,Birch Plywood,Birch Plywood Beam 400x400x20mm,L=400mm;W=400mm;T=20mm,EA,2.8,Supplier FastenPro,30
PRT-000840,Screw,Steel,Steel Screw M3x50,Dia=3mm;Len=50mm,EA,0.05,Supplier EcoMaterials,30
PRT-000841,Panel,Birch Plywood,Birch Plywood Panel 700x150x20mm,L=700mm;W=150mm;T=20mm,EA,2.18,Supplier FastenPro,32
PRT-000842,Beam,MDF,MDF Beam 400x40x15mm,L=400mm;W=40mm;T=15mm,EA,1.7,Supplier EcoMaterials,27
PRT-000843,Bolt,Steel,Steel Bolt M8x50,Dia=8mm;Len=50mm,EA,0.2,Supplier GlassLab,23
PRT-000844,Caster Wheel,Steel,Steel Caster Wheel,,EA,5.77,Supplier TimberCo,3
PRT-000845,Slider,Steel,Steel Slider,,EA,16.04,Supplier PlastiCraft,18
PRT-000846,Panel,Oak Wood,Oak Wood Panel 700x60x20mm,L=700mm;W=60mm;T=20mm,EA,4.47,Supplier FastenPro,7
PRT-000847,Bracket,Stainless Steel,Stainless Steel Bracket,,EA,5.51,Supplier EcoMaterials,31
PRT-000848,Backboard,Pine Wood,Pine Wood Backboard 600x80x8mm,L=600mm;W=80mm;T=8mm,EA,1.03,Supplier FastenPro,7
PRT-000849,Leg,Birch Plywood,Birch Plywood Leg 400x40x12mm,L=400mm;W=40mm;T=12mm,EA,3.54,Supplier PlastiCraft,7
PRT-000850,Nut,Stainless Steel,Stainless Steel Nut M8,Dia=8mm,EA,0.03,Supplier UpholsteryHub,28
PRT-000851,Nut,Stainless Steel,Stainless Steel Nut M5,Dia=5mm,EA,0.03,Supplier GlassLab,26
PRT-000852,Handle,Steel,Steel Handle,,EA,12.63,Supplier GlassLab,3
PRT-000853,Screw,Steel,Steel Screw M8x10,Dia=8mm;Len=10mm,EA,0.03,Supplier MetalWorks,13
PRT-000854,Panel,Oak Wood,Oak Wood Panel 1000x60x30mm,L=1000mm;W=60mm;T=30mm,EA,4.74,Supplier UpholsteryHub,9
PRT-000855,Drawer Front,Pine Wood,Pine Wood Drawer Front 1600x600x40mm,L=1600mm;W=600mm;T=40mm,EA,10.81,Supplier UpholsteryHub,29
PRT-000856,Drawer Front,Pine Wood,Pine Wood Drawer Front 1000x60x8mm,L=1000mm;W=60mm;T=8mm,EA,2.19,Supplier HardwareHouse,13
PRT-000857,Rail,Oak Wood,Oak Wood Rail 300x120x12mm,L=300mm;W=120mm;T=12mm,EA,3.48,Supplier HardwareHouse,2
PRT-000858,Backboard,Pine Wood,Pine Wood Backboard 600x600x30mm,L=600mm;W=600mm;T=30mm,EA,2.3,Supplier PrimeSupply,10
PRT-000859,Handle,ABS Plastic,ABS Plastic Handle,,EA,3.42,Supplier UpholsteryHub,9
PRT-000860,Leg,Oak Wood,Oak Wood Leg 600x400x18mm,L=600mm;W=400mm;T=18mm,EA,4.36,Supplier TimberCo,31
PRT-000861,Nut,Steel,Steel Nut M5,Dia=5mm,EA,0.01,Supplier FastenPro,9
PRT-000862,Nut,Stainless Steel,Stainless Steel Nut M8,Dia=8mm,EA,0.05,Supplier PlastiCraft,14
PRT-000863,Panel,Birch Plywood,Birch Plywood Panel 300x300x12mm,L=300mm;W=300mm;T=12mm,EA,2.89,Supplier GlassLab,34
PRT-000864,Beam,Birch Plywood,Birch Plywood Beam 300x800x8mm,L=300mm;W=800mm;T=8mm,EA,3.0,Supplier PrimeSupply,29
PRT-000865,Shelf,Pine Wood,Pine Wood Shelf 200x40x25mm,L=200mm;W=40mm;T=25mm,EA,1.98,Supplier UpholsteryHub,31
PRT-000866,Nut,Steel,Steel Nut M4,Dia=4mm,EA,0.01,Supplier FinishesPlus,33
PRT-000867,Screw,Stainless Steel,Stainless Steel Screw M8x20,Dia=8mm;Len=20mm,EA,0.06,Supplier UpholsteryHub,26
PRT-000868,Paint Can,Paint,Paint Paint Can 1L,Volume=1L,EA,7.37,Supplier UpholsteryHub,13
PRT-000869,Panel,Oak Wood,Oak Wood Panel 300x800x15mm,L=300mm;W=800mm;T=15mm,EA,3.45,Supplier TimberCo,10
PRT-000870,Paint Can,Paint,Paint Paint Can 1L,Volume=1L,EA,3.76,Supplier EcoMaterials,29
PRT-000871,Nut,Stainless Steel,Stainless Steel Nut M3,Dia=3mm,EA,0.02,Supplier MetalWorks,30
PRT-000872,Glass Top,Tempered Glass,Tempered Glass Glass Top 1400x700mm,L=1400mm;W=700mm,EA,41.08,Supplier GlassLab,32
PRT-000873,Washer,Steel,Steel Washer M8,Dia=8mm,EA,0.02,Supplier PrimeSupply,5
PRT-000874,Handle,Polypropylene,Polypropylene Handle,,EA,3.61,Supplier EcoMaterials,7
PRT-000875,Fabric Cover,Fabric,Fabric Fabric Cover 1000x900mm,L=1000mm;W=900mm,EA,14.6,Supplier EcoMaterials,13
PRT-000876,Rail,Birch Plywood,Birch Plywood Rail 400x80x30mm,L=400mm;W=80mm;T=30mm,EA,3.69,Supplier HardwareHouse,4
PRT-000877,Screw,Steel,Steel Screw M5x12,Dia=5mm;Len=12mm,EA,0.04,Supplier GlassLab,32
PRT-000878,Handle,Steel,Steel Handle,,EA,11.38,Supplier HardwareHouse,24
PRT-000879,Shelf,Pine Wood,Pine Wood Shelf 400x120x18mm,L=400mm;W=120mm;T=18mm,EA,2.09,Supplier PlastiCraft,30
PRT-000880,Bracket,Aluminum,Aluminum Bracket,,EA,6.73,Supplier UpholsteryHub,24
PRT-000881,Foam Insert,Foam,Foam Foam Insert 1200x200x80mm,L=1200mm;W=200mm;T=80mm,EA,2.67,Supplier GlassLab,30
PRT-000882,Drawer Front,Oak Wood,Oak Wood Drawer Front 500x500x40mm,L=500mm;W=500mm;T=40mm,EA,9.61,Supplier PlastiCraft,15
PRT-000883,Beam,Bamboo,Bamboo Beam 1000x600x20mm,L=1000mm;W=600mm;T=20mm,EA,5.12,Supplier FinishesPlus,26
PRT-000884,Feet Pad,Polypropylene,Polypropylene Feet Pad,,EA,2.69,Supplier FinishesPlus,18
PRT-000885,Foam Insert,Foam,Foam Foam Insert 800x300x80mm,L=800mm;W=300mm;T=80mm,EA,3.19,Supplier TimberCo,2
PRT-000886,Panel,Oak Wood,Oak Wood Panel 700x600x50mm,L=700mm;W=600mm;T=50mm,EA,9.59,Supplier EcoMaterials,29
PRT-000887,Screw,Stainless Steel,Stainless Steel Screw M5x40,Dia=5mm;Len=40mm,EA,0.09,Supplier FastenPro,17
PRT-000888,Drawer Front,Pine Wood,Pine Wood Drawer Front 600x120x18mm,L=600mm;W=120mm;T=18mm,EA,1.94,Supplier PlastiCraft,26
PRT-000889,Slider,Acrylic,Acrylic Slider,,EA,6.78,Supplier GlassLab,10
PRT-000890,Bolt,Steel,Steel Bolt M4x20,Dia=4mm;Len=20mm,EA,0.05,Supplier GlassLab,19
PRT-000891,Panel,Walnut Wood,Walnut Wood Panel 700x40x15mm,L=700mm;W=40mm;T=15mm,EA,8.65,Supplier PlastiCraft,21
PRT-000892,Panel,Walnut Wood,Walnut Wood Panel 1000x60x18mm,L=1000mm;W=60mm;T=18mm,EA,4.84,Supplier PrimeSupply,19
PRT-000893,Slider,Steel,Steel Slider,,EA,7.39,Supplier PrimeSupply,6
PRT-000894,Nut,Steel,Steel Nut M6,Dia=6mm,EA,0.02,Supplier UpholsteryHub,24
PRT-000895,Panel,Oak Wood,Oak Wood Panel 500x120x12mm,L=500mm;W=120mm;T=12mm,EA,3.74,Supplier MetalWorks,33
PRT-000896,Feet Pad,Steel,Steel Feet Pad,,EA,3.59,Supplier GlassLab,4
PRT-000897,Drawer Front,Bamboo,Bamboo Drawer Front 1600x120x25mm,L=1600mm;W=120mm;T=25mm,EA,4.17,Supplier FastenPro,30
PRT-000898,Shelf,Pine Wood,Pine Wood Shelf 400x200x20mm,L=400mm;W=200mm;T=20mm,EA,2.24,Supplier FinishesPlus,6
PRT-000899,Rail,Bamboo,Bamboo Rail 1200x60x12mm,L=1200mm;W=60mm;T=12mm,EA,2.47,Supplier UpholsteryHub,13
PRT-000900,Bracket,Steel,Steel Bracket,,EA,2.09,Supplier TimberCo,3
PRT-000901,Hinge,Steel,Steel Hinge,,EA,4.35,Supplier GlassLab,22
PRT-000902,Leg,Birch Plywood,Birch Plywood Leg 600x150x20mm,L=600mm;W=150mm;T=20mm,EA,3.13,Supplier FastenPro,15
PRT-000903,Bracket,Polypropylene,Polypropylene Bracket,,EA,0.98,Supplier FastenPro,20
PRT-000904,Feet Pad,Steel,Steel Feet Pad,,EA,1.19,Supplier HardwareHouse,3
PRT-000905,Glass Top,Tempered Glass,Tempered Glass Glass Top 1400x600mm,L=1400mm;W=600mm,EA,32.66,Supplier FinishesPlus,33
PRT-000906,Beam,Birch Plywood,Birch Plywood Beam 200x200x8mm,L=200mm;W=200mm;T=8mm,EA,2.52,Supplier GlassLab,2
PRT-000907,Backboard,MDF,MDF Backboard 600x600x18mm,L=600mm;W=600mm;T=18mm,EA,2.25,Supplier GlassLab,32
PRT-000908,Beam,Birch Plywood,Birch Plywood Beam 1600x500x20mm,L=1600mm;W=500mm;T=20mm,EA,3.8,Supplier FastenPro,18
PRT-000909,Shelf,Oak Wood,Oak Wood Shelf 600x80x8mm,L=600mm;W=80mm;T=8mm,EA,3.71,Supplier GlassLab,2
PRT-000910,Bolt,Steel,Steel Bolt M6x25,Dia=6mm;Len=25mm,EA,0.05,Supplier MetalWorks,27
PRT-000911,Bolt,Stainless Steel,Stainless Steel Bolt M6x40,Dia=6mm;Len=40mm,EA,0.31,Supplier UpholsteryHub,25
PRT-000912,Drawer Front,Walnut Wood,Walnut Wood Drawer Front 300x300x25mm,L=300mm;W=300mm;T=25mm,EA,7.92,Supplier MetalWorks,4
PRT-000913,Beam,Birch Plywood,Birch Plywood Beam 1200x40x8mm,L=1200mm;W=40mm;T=8mm,EA,2.05,Supplier FastenPro,13
PRT-000914,Panel,Pine Wood,Pine Wood Panel 500x40x12mm,L=500mm;W=40mm;T=12mm,EA,1.65,Supplier HardwareHouse,14
PRT-000915,Handle,ABS Plastic,ABS Plastic Handle,,EA,7.8,Supplier PrimeSupply,17
PRT-000916,Leg,Pine Wood,Pine Wood Leg 500x500x30mm,L=500mm;W=500mm;T=30mm,EA,2.08,Supplier PrimeSupply,22
PRT-000917,Handle,Polypropylene,Polypropylene Handle,,EA,5.67,Supplier TimberCo,28
PRT-000918,Washer,Steel,Steel Washer M5,Dia=5mm,EA,0.01,Supplier MetalWorks,33
PRT-000919,Rail,Pine Wood,Pine Wood Rail 400x100x12mm,L=400mm;W=100mm;T=12mm,EA,1.82,Supplier PrimeSupply,26
PRT-000920,Shelf,Walnut Wood,Walnut Wood Shelf 600x800x20mm,L=600mm;W=800mm;T=20mm,EA,9.31,Supplier HardwareHouse,27
PRT-000921,Shelf,Oak Wood,Oak Wood Shelf 600x120x15mm,L=600mm;W=120mm;T=15mm,EA,3.19,Supplier PlastiCraft,7
PRT-000922,Paint Can,Paint,Paint Paint Can 1L,Volume=1L,EA,3.84,Supplier FastenPro,11
PRT-000923,Backboard,Pine Wood,Pine Wood Backboard 500x120x20mm,L=500mm;W=120mm;T=20mm,EA,1.76,Supplier HardwareHouse,14
PRT-000924,Washer,Stainless Steel,Stainless Steel Washer M4,Dia=4mm,EA,0.02,Supplier EcoMaterials,15
PRT-000925,Slider,Steel,Steel Slider,,EA,11.19,Supplier GlassLab,13
PRT-000926,Leg,MDF,MDF Leg 500x300x30mm,L=500mm;W=300mm;T=30mm,EA,2.96,Supplier UpholsteryHub,5
PRT-000927,Beam,Pine Wood,Pine Wood Beam 600x500x25mm,L=600mm;W=500mm;T=25mm,EA,2.33,Supplier PrimeSupply,5
PRT-000928,Handle,ABS Plastic,ABS Plastic Handle,,EA,3.92,Supplier MetalWorks,21
PRT-000929,Leg,Pine Wood,Pine Wood Leg 300x800x18mm,L=300mm;W=800mm;T=18mm,EA,3.61,Supplier PlastiCraft,8
PRT-000930,Backboard,Birch Plywood,Birch Plywood Backboard 1200x500x15mm,L=1200mm;W=500mm;T=15mm,EA,2.24,Supplier EcoMaterials,15
PRT-000931,Shelf,MDF,MDF Shelf 700x100x20mm,L=700mm;W=100mm;T=20mm,EA,2.17,Supplier FastenPro,13
PRT-000932,Panel,Birch Plywood,Birch Plywood Panel 400x400x15mm,L=400mm;W=400mm;T=15mm,EA,2.87,Supplier FastenPro,19
PRT-000933,Glass Top,Tempered Glass,Tempered Glass Glass Top 1000x600mm,L=1000mm;W=600mm,EA,21.88,Supplier PlastiCraft,5
PRT-000934,Shelf,MDF,MDF Shelf 1600x80x40mm,L=1600mm;W=80mm;T=40mm,EA,2.32,Supplier PrimeSupply,25
PRT-000935,Panel,Oak Wood,Oak Wood Panel 700x120x50mm,L=700mm;W=120mm;T=50mm,EA,3.68,Supplier PrimeSupply,2
PRT-000936,Panel,Birch Plywood,Birch Plywood Panel 400x40x12mm,L=400mm;W=40mm;T=12mm,EA,1.78,Supplier PlastiCraft,16
PRT-000937,Beam,Birch Plywood,Birch Plywood Beam 700x150x50mm,L=700mm;W=150mm;T=50mm,EA,2.11,Supplier PlastiCraft,19
PRT-000938,Glue Bottle,Glue,Glue Glue Bottle 1L,Volume=1L,EA,2.37,Supplier MetalWorks,16
PRT-000939,Slider,Acrylic,Acrylic Slider,,EA,15.44,Supplier PlastiCraft,14
PRT-000940,Backboard,Pine Wood,Pine Wood Backboard 500x300x18mm,L=500mm;W=300mm;T=18mm,EA,1.24,Supplier HardwareHouse,24
PRT-000941,Bolt,Stainless Steel,Stainless Steel Bolt M5x30,Dia=5mm;Len=30mm,EA,0.08,Supplier FastenPro,13
PRT-000942,Bracket,Steel,Steel Bracket,,EA,8.05,Supplier TimberCo,33
PRT-000943,Slider,Aluminum,Aluminum Slider,,EA,6.84,Supplier EcoMaterials,15
PRT-000944,Screw,Steel,Steel Screw M8x50,Dia=8mm;Len=50mm,EA,0.12,Supplier FastenPro,30
PRT-000945,Shelf,MDF,MDF Shelf 1800x200x50mm,L=1800mm;W=200mm;T=50mm,EA,5.48,Supplier GlassLab,24
PRT-000946,Screw,Steel,Steel Screw M4x40,Dia=4mm;Len=40mm,EA,0.08,Supplier PrimeSupply,24
PRT-000947,Beam,Birch Plywood,Birch Plywood Beam 1800x150x8mm,L=1800mm;W=150mm;T=8mm,EA,1.6,Supplier TimberCo,17
PRT-000948,Caster Wheel,Steel,Steel Caster Wheel,,EA,8.54,Supplier TimberCo,32
PRT-000949,Slider,Polypropylene,Polypropylene Slider,,EA,4.38,Supplier MetalWorks,24
PRT-000950,Fabric Cover,Fabric,Fabric Fabric Cover 800x700mm,L=800mm;W=700mm,EA,4.88,Supplier EcoMaterials,5
PRT-000951,Panel,Oak Wood,Oak Wood Panel 900x400x18mm,L=900mm;W=400mm;T=18mm,EA,4.35,Supplier MetalWorks,31
PRT-000952,Fabric Cover,Leather,Leather Fabric Cover 800x800mm,L=800mm;W=800mm,EA,14.53,Supplier MetalWorks,19
PRT-000953,Leg,Bamboo,Bamboo Leg 900x40x18mm,L=900mm;W=40mm;T=18mm,EA,4.26,Supplier HardwareHouse,8
PRT-000954,Bracket,Steel,Steel Bracket,,EA,6.53,Supplier PlastiCraft,11
PRT-000955,Beam,MDF,MDF Beam 600x300x40mm,L=600mm;W=300mm;T=40mm,EA,2.03,Supplier FinishesPlus,2
PRT-000956,Screw,Steel,Steel Screw M8x16,Dia=8mm;Len=16mm,EA,0.03,Supplier GlassLab,2
PRT-000957,Shelf,Pine Wood,Pine Wood Shelf 1400x150x25mm,L=1400mm;W=150mm;T=25mm,EA,1.86,Supplier PlastiCraft,12
PRT-000958,Glass Top,Tempered Glass,Tempered Glass Glass Top 1200x700mm,L=1200mm;W=700mm,EA,28.54,Supplier UpholsteryHub,8
PRT-000959,Fabric Cover,Fabric,Fabric Fabric Cover 800x800mm,L=800mm;W=800mm,EA,2.82,Supplier PrimeSupply,27
PRT-000960,Hinge,Stainless Steel,Stainless Steel Hinge,,EA,10.89,Supplier GlassLab,18
PRT-000961,Panel,Pine Wood,Pine Wood Panel 700x40x12mm,L=700mm;W=40mm;T=12mm,EA,2.38,Supplier GlassLab,22
PRT-000962,Screw,Steel,Steel Screw M8x40,Dia=8mm;Len=40mm,EA,0.11,Supplier PrimeSupply,24
PRT-000963,Shelf,MDF,MDF Shelf 900x60x25mm,L=900mm;W=60mm;T=25mm,EA,1.75,Supplier FastenPro,20
PRT-000964,Screw,Stainless Steel,Stainless Steel Screw M8x25,Dia=8mm;Len=25mm,EA,0.08,Supplier UpholsteryHub,9
PRT-000965,Varnish Can,Varnish,Varnish Varnish Can 1L,Volume=1L,EA,5.99,Supplier UpholsteryHub,22
PRT-000966,Beam,Walnut Wood,Walnut Wood Beam 900x300x50mm,L=900mm;W=300mm;T=50mm,EA,14.06,Supplier FinishesPlus,12
PRT-000967,Beam,Oak Wood,Oak Wood Beam 800x600x20mm,L=800mm;W=600mm;T=20mm,EA,4.37,Supplier GlassLab,26
PRT-000968,Panel,Pine Wood,Pine Wood Panel 900x40x12mm,L=900mm;W=40mm;T=12mm,EA,1.88,Supplier PrimeSupply,24
PRT-000969,Beam,Pine Wood,Pine Wood Beam 1400x120x15mm,L=1400mm;W=120mm;T=15mm,EA,2.93,Supplier FastenPro,24
PRT-000970,Glue Bottle,Glue,Glue Glue Bottle 1L,Volume=1L,EA,3.57,Supplier FinishesPlus,27
PRT-000971,Screw,Steel,Steel Screw M5x10,Dia=5mm;Len=10mm,EA,0.06,Supplier UpholsteryHub,24
PRT-000972,Hinge,Steel,Steel Hinge,,EA,7.64,Supplier HardwareHouse,27
PRT-000973,Backboard,Oak Wood,Oak Wood Backboard 1600x150x20mm,L=1600mm;W=150mm;T=20mm,EA,4.88,Supplier TimberCo,3
PRT-000974,Backboard,MDF,MDF Backboard 1000x400x15mm,L=1000mm;W=400mm;T=15mm,EA,3.06,Supplier MetalWorks,9
PRT-000975,Leg,Pine Wood,Pine Wood Leg 500x60x18mm,L=500mm;W=60mm;T=18mm,EA,2.37,Supplier UpholsteryHub,27
PRT-000976,Bracket,Aluminum,Aluminum Bracket,,EA,5.2,Supplier EcoMaterials,17
PRT-000977,Shelf,Walnut Wood,Walnut Wood Shelf 1000x600x30mm,L=1000mm;W=600mm;T=30mm,EA,10.14,Supplier UpholsteryHub,23
PRT-000978,Panel,Birch Plywood,Birch Plywood Panel 1400x200x12mm,L=1400mm;W=200mm;T=12mm,EA,3.54,Supplier GlassLab,8
PRT-000979,Washer,Steel,Steel Washer M8,Dia=8mm,EA,0.04,Supplier PlastiCraft,8
PRT-000980,Fabric Cover,Leather,Leather Fabric Cover 800x800mm,L=800mm;W=800mm,EA,9.59,Supplier FastenPro,9
PRT-000981,Panel,Pine Wood,Pine Wood Panel 1000x40x18mm,L=1000mm;W=40mm;T=18mm,EA,1.72,Supplier FinishesPlus,3
PRT-000982,Hinge,Stainless Steel,Stainless Steel Hinge,,EA,10.59,Supplier PrimeSupply,17
PRT-000983,Drawer Front,MDF,MDF Drawer Front 1000x100x12mm,L=1000mm;W=100mm;T=12mm,EA,1.88,Supplier FinishesPlus,34
PRT-000984,Feet Pad,Steel,Steel Feet Pad,,EA,3.0,Supplier PrimeSupply,17
PRT-000985,Backboard,Pine Wood,Pine Wood Backboard 500x150x25mm,L=500mm;W=150mm;T=25mm,EA,2.81,Supplier UpholsteryHub,24
PRT-000986,Washer,Steel,Steel Washer M4,Dia=4mm,EA,0.01,Supplier FastenPro,14
PRT-000987,Backboard,Oak Wood,Oak Wood Backboard 200x400x50mm,L=200mm;W=400mm;T=50mm,EA,3.03,Supplier EcoMaterials,11
PRT-000988,Screw,Brass,Brass Screw M6x30,Dia=6mm;Len=30mm,EA,0.24,Supplier FinishesPlus,34
PRT-000989,Washer,Steel,Steel Washer M6,Dia=6mm,EA,0.02,Supplier GlassLab,3
PRT-000990,Panel,Pine Wood,Pine Wood Panel 400x300x20mm,L=400mm;W=300mm;T=20mm,EA,1.27,Supplier GlassLab,20
PRT-000991,Drawer Front,MDF,MDF Drawer Front 400x100x18mm,L=400mm;W=100mm;T=18mm,EA,1.48,Supplier EcoMaterials,27
PRT-000992,Bolt,Steel,Steel Bolt M5x25,Dia=5mm;Len=25mm,EA,0.06,Supplier MetalWorks,16
PRT-000993,Handle,Aluminum,Aluminum Handle,,EA,7.46,Supplier PrimeSupply,22
PRT-000994,Beam,Pine Wood,Pine Wood Beam 400x150x25mm,L=400mm;W=150mm;T=25mm,EA,1.59,Supplier UpholsteryHub,8
PRT-000995,Drawer Front,Pine Wood,Pine Wood Drawer Front 1000x120x15mm,L=1000mm;W=120mm;T=15mm,EA,3.16,Supplier TimberCo,33
PRT-000996,Screw,Brass,Brass Screw M5x16,Dia=5mm;Len=16mm,EA,0.16,Supplier TimberCo,32
PRT-000997,Beam,MDF,MDF Beam 900x500x50mm,L=900mm;W=500mm;T=50mm,EA,3.35,Supplier FastenPro,33
PRT-000998,Leg,Oak Wood,Oak Wood Leg 800x80x18mm,L=800mm;W=80mm;T=18mm,EA,4.51,Supplier FinishesPlus,5
PRT-000999,Screw,Steel,Steel Screw M4x30,Dia=4mm;Len=30mm,EA,0.05,Supplier EcoMaterials,20
PRT-001000,Bolt,Stainless Steel,Stainless Steel Bolt M10x50,Dia=10mm;Len=50mm,EA,0.33,Supplier UpholsteryHub,10
PRT-001001,Shelf,MDF,MDF Shelf 1200x300x30mm,L=1200mm;W=300mm;T=30mm,EA,2.48,Supplier FinishesPlus,31
PRT-001002,Washer,Steel,Steel Washer M8,Dia=8mm,EA,0.02,Supplier MetalWorks,32
PRT-001003,Backboard,Birch Plywood,Birch Plywood Backboard 600x120x40mm,L=600mm;W=120mm;T=40mm,EA,1.87,Supplier HardwareHouse,33
PRT-001004,Handle,Polypropylene,Polypropylene Handle,,EA,3.65,Supplier GlassLab,22
PRT-001005,Shelf,Pine Wood,Pine Wood Shelf 1200x300x25mm,L=1200mm;W=300mm;T=25mm,EA,3.73,Supplier TimberCo,23
PRT-001006,Handle,Aluminum,Aluminum Handle,,EA,8.39,Supplier FastenPro,9
PRT-001007,Screw,Steel,Steel Screw M6x16,Dia=6mm;Len=16mm,EA,0.04,Supplier EcoMaterials,23
PRT-001008,Panel,MDF,MDF Panel 500x300x18mm,L=500mm;W=300mm;T=18mm,EA,2.03,Supplier UpholsteryHub,9
PRT-001009,Beam,Birch Plywood,Birch Plywood Beam 1200x100x18mm,L=1200mm;W=100mm;T=18mm,EA,2.43,Supplier GlassLab,11
PRT-001010,Backboard,Walnut Wood,Walnut Wood Backboard 600x60x40mm,L=600mm;W=60mm;T=40mm,EA,4.2,Supplier FastenPro,16
PRT-001011,Caster Wheel,Steel,Steel Caster Wheel,,EA,10.29,Supplier TimberCo,13
PRT-001012,Shelf,MDF,MDF Shelf 200x400x8mm,L=200mm;W=400mm;T=8mm,EA,1.82,Supplier PlastiCraft,11
PRT-001013,Screw,Brass,Brass Screw M8x12,Dia=8mm;Len=12mm,EA,0.08,Supplier UpholsteryHub,18
PRT-001014,Hinge,Steel,Steel Hinge,,EA,4.17,Supplier EcoMaterials,29
PRT-001015,Paint Can,Paint,Paint Paint Can 1L,Volume=1L,EA,7.09,Supplier HardwareHouse,9
PRT-001016,Slider,Aluminum,Aluminum Slider,,EA,18.82,Supplier FastenPro,2
PRT-001017,Leg,Birch Plywood,Birch Plywood Leg 1200x100x40mm,L=1200mm;W=100mm;T=40mm,EA,4.06,Supplier FastenPro,19
PRT-001018,Backboard,Oak Wood,Oak Wood Backboard 700x400x18mm,L=700mm;W=400mm;T=18mm,EA,6.19,Supplier EcoMaterials,16
PRT-001019,Fabric Cover,Fabric,Fabric Fabric Cover 800x700mm,L=800mm;W=700mm,EA,7.17,Supplier EcoMaterials,2
PRT-001020,Paint Can,Paint,Paint Paint Can 1L,Volume=1L,EA,4.99,Supplier MetalWorks,5
PRT-001021,Bolt,Steel,Steel Bolt M4x20,Dia=4mm;Len=20mm,EA,0.06,Supplier HardwareHouse,24
PRT-001022,Drawer Front,Birch Plywood,Birch Plywood Drawer Front 1200x150x18mm,L=1200mm;W=150mm;T=18mm,EA,3.22,Supplier TimberCo,23
PRT-001023,Washer,Stainless Steel,Stainless Steel Washer M4,Dia=4mm,EA,0.02,Supplier HardwareHouse,22
PRT-001024,Panel,Birch Plywood,Birch Plywood Panel 300x200x20mm,L=300mm;W=200mm;T=20mm,EA,3.28,Supplier UpholsteryHub,5
PRT-001025,Glass Top,Tempered Glass,Tempered Glass Glass Top 1600x800mm,L=1600mm;W=800mm,EA,40.39,Supplier FinishesPlus,12
PRT-001026,Varnish Can,Varnish,Varnish Varnish Can 1L,Volume=1L,EA,3.8,Supplier UpholsteryHub,25
PRT-001027,Washer,Steel,Steel Washer M8,Dia=8mm,EA,0.01,Supplier UpholsteryHub,14
PRT-001028,Beam,Oak Wood,Oak Wood Beam 2000x100x18mm,L=2000mm;W=100mm;T=18mm,EA,4.38,Supplier TimberCo,4
PRT-001029,Beam,Birch Plywood,Birch Plywood Beam 400x150x30mm,L=400mm;W=150mm;T=30mm,EA,2.03,Supplier MetalWorks,4
PRT-001030,Leg,Walnut Wood,Walnut Wood Leg 1800x200x25mm,L=1800mm;W=200mm;T=25mm,EA,11.76,Supplier EcoMaterials,12
PRT-001031,Nut,Steel,Steel Nut M5,Dia=5mm,EA,0.01,Supplier UpholsteryHub,23
PRT-001032,Handle,Steel,Steel Handle,,EA,9.2,Supplier FastenPro,10
PRT-001033,Paint Can,Paint,Paint Paint Can 1L,Volume=1L,EA,8.16,Supplier FastenPro,22
PRT-001034,Foam Insert,Foam,Foam Foam Insert 1200x120x60mm,L=1200mm;W=120mm;T=60mm,EA,3.54,Supplier FinishesPlus,4
PRT-001035,Backboard,Bamboo,Bamboo Backboard 800x80x25mm,L=800mm;W=80mm;T=25mm,EA,3.62,Supplier FinishesPlus,32
PRT-001036,Screw,Steel,Steel Screw M4x16,Dia=4mm;Len=16mm,EA,0.04,Supplier FastenPro,13
PRT-001037,Drawer Front,Bamboo,Bamboo Drawer Front 500x200x50mm,L=500mm;W=200mm;T=50mm,EA,4.76,Supplier TimberCo,7
PRT-001038,Screw,Steel,Steel Screw M6x16,Dia=6mm;Len=16mm,EA,0.03,Supplier GlassLab,10
PRT-001039,Beam,Birch Plywood,Birch Plywood Beam 600x120x15mm,L=600mm;W=120mm;T=15mm,EA,2.46,Supplier FinishesPlus,12
PRT-001040,Drawer Front,Birch Plywood,Birch Plywood Drawer Front 400x200x18mm,L=400mm;W=200mm;T=18mm,EA,3.3,Supplier GlassLab,5
PRT-001041,Glass Top,Tempered Glass,Tempered Glass Glass Top 600x500mm,L=600mm;W=500mm,EA,12.16,Supplier MetalWorks,4
PRT-001042,Leg,Pine Wood,Pine Wood Leg 1400x60x50mm,L=1400mm;W=60mm;T=50mm,EA,5.46,Supplier MetalWorks,20
PRT-001043,Bracket,Aluminum,Aluminum Bracket,,EA,6.23,Supplier EcoMaterials,16
PRT-001044,Shelf,Bamboo,Bamboo Shelf 700x200x20mm,L=700mm;W=200mm;T=20mm,EA,2.82,Supplier EcoMaterials,10
